ticker,name,type,sector,article_date,article_headline,label
CDNS,"Cadence Design Systems, Inc.",EQUITY,Technology,2016-12-15,Sentons Licenses The Cadence Tensilica ConnX DSP For Mobile Devices,mildly bullish
ESEA,Euroseas Ltd.,EQUITY,Industrials,2016-12-15,18 Biggest Mid-Day Gainers For Thursday,mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2016-12-15,"7 Stocks To Watch For December 15, 2016",neutral
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2016-12-15,Trump's Tech Summit: Attendees And Trump Team's Response,neutral
CVGW,"Calavo Growers, Inc.",EQUITY,Consumer Defensive,2016-12-15,"DA Davidson Upgrades Calavo Growers to Buy, Announces $70.00 Target",mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2016-12-16,Bank of America Upgrades Ericsson to Buy,mildly bullish
APTO,Aptose Biosciences Inc.,EQUITY,Healthcare,2016-12-16,Aptose Bio Spikes to High of $1.78; Halted on CB,mildly bullish
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2016-12-19,Watch These 7 Huge Put Purchases In Monday Trade,neutral
DXCM,"DexCom, Inc.",EQUITY,Healthcare,2016-12-19,"Benzinga's Top Upgrades, Downgrades For December 19, 2016",neutral
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2016-12-19,Here's Oppenheimer's List Of The 29 Best Stocks For 2017,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2016-12-19,Biogen to Name Chief Commercial Officer Michel Vounatsos as CEO -Reuters,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2016-12-19,7 Biggest Price Target Changes For Monday,neutral
ESEA,Euroseas Ltd.,EQUITY,Industrials,2016-12-19,12 Biggest Mid-Day Losers For Monday,mildly bearish
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2016-12-20,Cytosorbents Shares Unchanged Following Co. Announcing First Sales Of New CytoSorb CPB Procedure Pack Earlier This Morning,mildly bullish
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2016-12-20,"TripAdvisor Announces Instant Booking Agreement With Expedia, Inc.",mildly bullish
ACAD,ACADIA Pharmaceuticals Inc.,EQUITY,Healthcare,2016-12-20,"Adam Feuerstein Tweets: $ACAD spins a pimvanserin failure to look positive, says @AF_biotech. Shape-shifting ph2 tend to do that",mildly bearish
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2016-12-20,BBC Partners With ITV To Stream To American Audiences,mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2016-12-21,"Exelixis, Ipsen Licensing Agreement for Commercialization and Development of Cabozantinib to Now Include Canada",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2016-12-21,The 7 Biggest Market Rumors Of 2016: Where Are They Now?,neutral
DRRX,DURECT Corporation,EQUITY,Healthcare,2016-12-21,Option Alert: DRRX Jul17 2.5 Calls: 2755 @  ASK  $0.30: 2800 traded vs 734 OI:  Earnings 2/27 After Close (est)  $1.31 Ref,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2016-12-22,"Biogen Says Effectiveness of Bioverativ as Independent Co. Expected to be Closed on Feb. 1, 2017",neutral
AVAV,"AeroVironment, Inc.",EQUITY,Industrials,2016-12-22,"Ukrainian Forces Reportedly Want To Return AeroVironment Drones Supplied By U.S., Called Next To Useless",strongly bearish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2016-12-23,6 Best Biotech Stocks Of 2016,mildly bullish
CTAS,Cintas Corporation,EQUITY,Industrials,2016-12-23,The Market In 5 Minutes: Happy Festivus!,neutral
DMLP,"Dorchester Minerals, L.P.",EQUITY,Energy,2016-12-23,Mid-Morning Market Update: Markets Edge Higher; Cal-Maine Sales Miss Estimates,mildly bullish
ENG,ENGlobal Corporation,EQUITY,Industrials,2016-12-27,Mid-Morning Market Update: Markets Open Higher; Groupe Casino Offers To Buy Cnova,neutral
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2016-12-27,Q4 Box Office Sales Tracking Down 5%,mildly bearish
ALGN,"Align Technology, Inc.",EQUITY,Healthcare,2016-12-27,Morgan Stanley Lists Top SMID Stocks To Buy And Sell Headed Into 2017,neutral
ESEA,Euroseas Ltd.,EQUITY,Industrials,2016-12-27,"Euroseas Reports Delivery of Feeder Containership, Sale of Drybulk Vessel M/V RT Dagr; Will Sell M/V Eleni P, No Terms Disclosed",mildly bullish
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2016-12-27,5 Things Happening Around The Internet Ad Space This Week,neutral
ENG,ENGlobal Corporation,EQUITY,Industrials,2016-12-27,Mid-Afternoon Market Update: Ionis Pharma Rises After FDA Approval Of Spinraza; Seattle Genetics Shares Plummet,mildly bullish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2016-12-27,6 Best Performing S&P 500 Stocks Of 2016,mildly bullish
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2016-12-27,Anthera Halted News Pending,neutral
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2016-12-27,UPDATE: Anthera Says Sollpura Demonstrates Non-Inferiority In Per Protocol CFA Analysis and CNA Analysis; Will Initiate New Study To Demonstrate Efficacy Addressing Scientific Findings In SOLUTION Study,mildly bullish
ANTH,"Anthera Pharmaceuticals, Inc.",EQUITY,Healthcare,2016-12-28,Technical Alert: Anthera Pharmaceuticals Cut In Half,strongly bearish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2016-12-28,10 Most Pirated Shows Of 2016,neutral
APTO,Aptose Biosciences Inc.,EQUITY,Healthcare,2016-12-29,Mid-Day Market Update: Prima BioMed Climbs Following Positive IMP321 Data; Interpace Diagnostics Shares Slide,mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2016-12-29,The 2016 Holiday Season's Best Toys,neutral
EQIX,"Equinix, Inc.",EQUITY,Real Estate,2016-12-30,January Will Feature Some Of The Market's Most Influential Events,neutral
CCOI,"Cogent Communications Holdings, Inc.",EQUITY,Communication Services,2017-01-03,"Overshadowed By CES, Citi's Media Conference Still Boasts Some Marquee Names",neutral
COHU,"Cohu, Inc.",EQUITY,Technology,2017-01-03,Cohu Reports Mixed Shelf Offering Of $150M,neutral
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2017-01-03,IT Services A 'Dead Sector',strongly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-03,9 Companies With Nvidia's Consistency In Delivering Upside To EPS Estimates,mildly bullish
CARZ,First Trust S-Network Future Vehicles & Technology ETF,ETF,,2017-01-03,Cold Weather Implications For Auto Sales,mildly bearish
CDTI,"CDTi Advanced Materials, Inc.",EQUITY,Consumer Cyclical,2017-01-03,Clean Diesel Technologies Files for Offering of Common Stock Up to 6.23M Shares by Selling Stockholders; Clean Diesel Technologies Won't Receive Any of Proceeds from Sale,neutral
ACUR,"Acura Pharmaceuticals, Inc.",EQUITY,Healthcare,2017-01-04,"Keep an Eye on These 7 Stocks for January 4, 2017",neutral
APWC,Asia Pacific Wire & Cable Corporation Limited,EQUITY,Industrials,2017-01-04,10 Biggest Mid-Day Losers For Wednesday,mildly bearish
BRKR,Bruker Corporation,EQUITY,Healthcare,2017-01-04,Barclays Downgrades Bruker to Equal-Weight,mildly bearish
ACAD,ACADIA Pharmaceuticals Inc.,EQUITY,Healthcare,2017-01-04,Option Alert: Acadia Jan 32.5 Calls Sweep: 595 @  ASK  $1.20: 1016 traded vs 1072 OI:  Earnings 2/27 After Close (est)  $30.79 Ref,mildly bullish
EMMS,Emmis Corporation,EQUITY,Communication Services,2017-01-05,"Emmis Q4 EPS $1.43, Revenue $56.3M, Terms Not Disclosed",neutral
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2017-01-05,Execs Giving CES Keynote Speeches Could Create Volatility For Shareholders,neutral
ARWR,"Arrowhead Pharmaceuticals, Inc.",EQUITY,Healthcare,2017-01-09,UPDATE: Silence Therapeutics Announces Acquisition of 8.4% Stake in Arrowhead; Says  'Recent Technological Advancements in RNA Therapeutics have been Underestimated and Undervalued',mildly bullish
DGII,Digi International Inc.,EQUITY,Technology,2017-01-09,"Digi International Acquires SMART Temps, Terms Not Disclosed",mildly bullish
CERS,Cerus Corporation,EQUITY,Healthcare,2017-01-09,"Watching Shares Of Cerus, Inovio, Others As Vietnamese Province Declares Zika Outbreak",neutral
CRNT,Ceragon Networks Ltd.,EQUITY,Technology,2017-01-09,Mid-Morning Market Update: Markets Mostly Lower; Global Payments Earnings Beat Views,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-01-10,10 Most Popular TV Series In The U.S.: None Are Recent Award Winners,neutral
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2017-01-10,Watch These 8 Huge Put Purchases In Tuesday Trade,neutral
COLB,"Columbia Banking System, Inc.",EQUITY,Financial Services,2017-01-10,Mid-Morning Market Update: Markets Edge Lower; Barracuda Beats Q3 Expectations,neutral
APOG,"Apogee Enterprises, Inc.",EQUITY,Industrials,2017-01-10,Apogee Raises Qtr. Dividend from $0.125 to $0.14/Share,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-01-11,"The Market In 5 Minutes: Big Bank Earnings, GM Guidance And #GoldenShowerGate",neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-11,This Fund Will Try To Prevent Skynet From Actually Happening,neutral
EGHT,"8x8, Inc.",EQUITY,Technology,2017-01-11,"Needham Growth Conference Continues Today; Presenters Include 8x8, NetApp, & World Wrestling Entertainment",neutral
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-01-11,The Fallout Of Buzzfeed's Trump Dossier Leak,neutral
CSPI,CSP Inc.,EQUITY,Technology,2017-01-12,"CSP Reports Q4 EPS $0.14, Rev. $25.64M",mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2017-01-13,"Jim Cramer Gives His Opinion On McCormick, RR Donnelley & Sons And New Relic",neutral
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2017-01-13,Option Alert: Exelixis Feb 18.0 Puts Sweep: 653 @  ASK  $1.55: 3560 traded vs 11k OI:  Earnings 2/28 After Close (est)  $19.18 Ref,mildly bearish
ASML,ASML Holding N.V.,EQUITY,Technology,2017-01-17,"Benzinga's Top Upgrades, Downgrades For January 17, 2017",neutral
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2017-01-17,Watch These 7 Huge Put Purchases In Tuesday Trade,neutral
CRNT,Ceragon Networks Ltd.,EQUITY,Technology,2017-01-17,12 Biggest Mid-Day Losers For Tuesday,mildly bearish
ADBE,Adobe Inc.,EQUITY,Technology,2017-01-17,Adobe Announces $2.5B Buyback Plan,mildly bullish
ESEA,Euroseas Ltd.,EQUITY,Industrials,2017-01-17,"Euroseas Reports Delivery of Newbuilding Ultramax Drybulk Carrier, No Terms; Will Be Renamed Alexandros P",mildly bullish
BELFA,Bel Fuse Inc.,EQUITY,Technology,2017-01-18,"B. Riley Initiates Coverage On Bel Fuse Inc. - Class A Common Stock at Buy, Announces $39.00 Target",mildly bullish
CTBI,"Community Trust Bancorp, Inc.",EQUITY,Financial Services,2017-01-18,Community Trust Bancorp Reports Q4 EP S$0.67 vs. Est. $0.69,mildly bearish
BMRC,Bank of Marin Bancorp,EQUITY,Financial Services,2017-01-18,PiperJaffray Initiates Coverage On Bank of Marin At Neutral,neutral
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2017-01-18,Canadian Solar Announces the Start of Operations of Two Japanese Plants,mildly bullish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-19,From Checkpoint Call: Sees FY17 Adj. EPS $5.05-$5.25 vs $4.89 Est.,mildly bullish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-19,"Check Point Software Technologies Reports Q4 EPS $1.31 vs $1.25 Est, Revenue $486.707M vs $478M Est",mildly bullish
ADBE,Adobe Inc.,EQUITY,Technology,2017-01-19,IBM Kicks Off The Big Tech Earnings Season,neutral
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2017-01-19,"Benzinga's Top Upgrades, Downgrades For January 19, 2017",neutral
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2017-01-19,Goldman Slaps A Sell Rating On Ericsson,strongly bearish
BSRR,Sierra Bancorp,EQUITY,Financial Services,2017-01-20,Sierra Bancorp Raises Qtr. Dividend from $0.12 to $0.14/Share,mildly bullish
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2017-01-20,"Benzinga's Top Upgrades, Downgrades For January 20, 2017",neutral
APTO,Aptose Biosciences Inc.,EQUITY,Healthcare,2017-01-23,Mid-Afternoon Market Update: Crude Oil Down Over 1%; Brookfield Canada Office Properties Shares Spike Higher,neutral
BIOL,"BIOLASE, Inc.",EQUITY,Healthcare,2017-01-23,Mid-Morning Market Update: Markets Open Slightly Lower; McDonald's Beats Q4 Estimates,neutral
ASYS,"Amtech Systems, Inc.",EQUITY,Technology,2017-01-24,Amtech Systems Reports FY17 YTD Order Bookings ~$84M,mildly bullish
CLRB,"Cellectar Biosciences, Inc.",EQUITY,Healthcare,2017-01-24,Cellectar Biosciences Reports Additional US Patent Granted for CLR 131 and CLR 125 in a Broad Range of Solid Tumors,mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2017-01-24,Benzinga's Option Alert Recap From January 24,neutral
BPOP,"Popular, Inc.",EQUITY,Financial Services,2017-01-24,Popular Reports Q4 EPS $(0.06) vs. Prior Year Quarter $1.32,strongly bearish
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2017-01-24,A Preview Of F5's Wednesday Q1 Earnings Report,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-24,How Much Is A Mac From 1984 Worth Today?,neutral
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2017-01-24,Benzinga's Option Alert Recap From January 24,neutral
BWFG,"Bankwell Financial Group, Inc.",EQUITY,Financial Services,2017-01-25,Bankwell Financial Reports Q4 EPS $0.43 vs. Est. $0.43,neutral
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2017-01-25,The Market In 5 Minutes: Big Earnings And A Major IPO Acquisition,neutral
BIIB,Biogen Inc.,EQUITY,Healthcare,2017-01-25,Biogen Shares Pullback from Highs as Bernstein Cautious Amid Tecfidera Label Change,mildly bearish
CVLT,"Commvault Systems, Inc.",EQUITY,Technology,2017-01-25,15 Biggest Mid-Day Losers For Wednesday,mildly bearish
ASYS,"Amtech Systems, Inc.",EQUITY,Technology,2017-01-25,15 Biggest Mid-Day Losers For Wednesday,mildly bearish
EWBC,"East West Bancorp, Inc.",EQUITY,Financial Services,2017-01-25,"East West Bancorp Reports Q4 EPS $0.76 vs $0.71 Est, NII $272.7M vs $266.77M Est",mildly bullish
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2017-01-25,Cisco May Have Captured A Unicorn In AppDynamics,mildly bullish
CVLT,"Commvault Systems, Inc.",EQUITY,Technology,2017-01-25,"Commvault Reports Q3 Adj. EPS $0.28 vs $0.26 Est., Sales $165.8M vs $163.5M Est.",mildly bullish
CDTI,"CDTi Advanced Materials, Inc.",EQUITY,Consumer Cyclical,2017-01-25,Mid-Day Market Update: Dow Surges Over 150 Points; Arctic Cat Shares Rise On Acquisition News,mildly bullish
BPOP,"Popular, Inc.",EQUITY,Financial Services,2017-01-25,"Benzinga's Top Upgrades, Downgrades For January 25, 2017",neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,The Verdict Is In: December Quarter Showings Place Alibaba Head And Shoulders Above eBay,strongly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,"Paypal, Stubhub Provide Headwinds For eBay In Q4",mildly bearish
EBMT,"Eagle Bancorp Montana, Inc.",EQUITY,Financial Services,2017-01-26,Eagle Bancorp Montana Reports Q4 EPS $0.37 vs. Est. $0.34,mildly bullish
BIIB,Biogen Inc.,EQUITY,Healthcare,2017-01-26,"Earnings Scheduled For January 26, 2017",neutral
EBTC,"Enterprise Bancorp, Inc.",EQUITY,Financial Services,2017-01-26,Enterprise Bancorp Reports Q4 EPS $0.43 vs. Prior Year Quarter $0.46,mildly bearish
CMCO,Columbus McKinnon Corporation,EQUITY,Industrials,2017-01-26,"Columbus McKinnon Reports Q3 EPS $0.02 vs $0.36 in Same Qtr. Last Year, Sales $152.497M vs $159.74M YoY",strongly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,5 Biggest Price Target Changes For Thursday,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,EBay Higher After Inline Q4 Report,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,5 Biggest Price Target Changes For Thursday,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-26,What Will Alibaba Do With MoneyGram?,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-27,Option Alert: Checkpoint Software Apr 110 Calls Sweep: 1001 @  ASK  $0.75: 1001 traded vs 60 OI:  Earnings 4/20 Before Open (est)  $98.88 Ref,mildly bullish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2017-01-27,Jim Cramer Shares His Thoughts On eBay And Time Warner,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-27,Benzinga's Option Alert Recap From January 27,neutral
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2017-01-28,What We Learned From The Last Avian Flu Outbreak,neutral
DRRX,DURECT Corporation,EQUITY,Healthcare,2017-01-30,"DURECT Corp. Offers Update on DUR-928 Development Program, Discusses Phase 1b Trial in Patients with NASH, in Patients with Impaired Kidney Function",mildly bullish
AXDX,"Accelerate Diagnostics, Inc.",EQUITY,Healthcare,2017-01-30,Option Alert: Accelerate Diag Mar 17.5 Calls Sweep: 500 @  ASK  $4.20: 500 traded vs 0 OI:  Earnings 3/9 After Close (est)  $19.65 Ref,mildly bullish
CORT,Corcept Therapeutics Incorporated,EQUITY,Healthcare,2017-01-30,UPDATE: Corcept Sees FY17 Sales $115M-$125M vs $124M Est.,mildly bullish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2017-01-30,American Medical Response Awards Digital Ally the Largest Commercial Order in its History With Potential Value Of $8.3M Over 3-Year Deployment,mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-01-30,"The Importance Of Immigrants On Wall Street, In Silicon Valley And For The United States",neutral
CORT,Corcept Therapeutics Incorporated,EQUITY,Healthcare,2017-01-30,"Corcept Therapeutics Reports Prelim Q4, FY16 Results; Offers FY17 Outlook",mildly bullish
CSIQ,Canadian Solar Inc.,EQUITY,Technology,2017-01-31,Vetr's Sunny Outlook On Canadian Solar Earns Stock A Strong Buy,mildly bullish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2017-01-31,Morgan Stanley Downgrades Cognizant Tech Solns to Equal-Weight,mildly bearish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-31,Oppenheimer Says Trump's Expected Executive Order For Cybersecurity Expected To Be Positive For Many Security Names In Their Sector,mildly bullish
ALGN,"Align Technology, Inc.",EQUITY,Healthcare,2017-01-31,"Align Reports Q4 EPS $0.59, Adj EPS $0.67 vs $0.66 Est, Revenues $293.2M vs $292.4M Est",mildly bullish
ALGT,Allegiant Travel Company,EQUITY,Industrials,2017-01-31,"Earnings Scheduled For January 31, 2017",neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-01-31,"Cybersecurity Stocks Strong Tuesday, But Largely Quiet Following Comment from White House Press Secretary Suggesting Trump Will Potentially Sign, Later This Afternoon, Executive Order Aimed at Giving Leaders the Tools They Need to Protect Against Attacks",mildly bullish
DGLY,"Digital Ally, Inc.",EQUITY,Communication Services,2017-01-31,"Analyst Upbeat On Digital Ally As It Captures Major Order, Expects Legal Tailwinds",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-01-31,"ARRIS International Shares Falling, Traders Attributing Move To Reports That Comcast TV App To Be Available On Roku Players",mildly bearish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2017-02-01,Do Apple Suppliers Fall Far From The Tree?,neutral
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2017-02-01,BioMarin Reports Received Access to PRIME Regulatory Support from EMA for BMN 270 in Hemophilia A,mildly bullish
DOX,Amdocs Limited,EQUITY,Technology,2017-02-01,"Amdocs Sees Q2 Adj EPS $0.90-$0.96 vs $0.94 Est, Revenue $940M-$980M vs $960.56M Est",mildly bearish
EXTR,"Extreme Networks, Inc.",EQUITY,Technology,2017-02-01,"Extreme Networks Sees Q3 Sales $151M-$161M vs $155.8M Est., Adj. EPS $0.06-$0.10 vs $0.06 Est.",mildly bullish
EXPO,"Exponent, Inc.",EQUITY,Industrials,2017-02-01,"Exponent Reports Q4 EPS $0.39 vs. Est. $0.34, Rev. $77M vs. Est. $74M",mildly bullish
BWEN,"Broadwind, Inc.",EQUITY,Industrials,2017-02-01,"Broadwind Energy Reports Purchase of Red Wolf Co., No Terms Disclosed",mildly bullish
CORT,Corcept Therapeutics Incorporated,EQUITY,Healthcare,2017-02-02,"Ladenburg Thalmann Initiates Coverage On Corcept Therapeutics at Buy, Announces $14.00 Target",mildly bullish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2017-02-02,22 Stocks Moving In Thursday's Pre-Market Session,neutral
CME,CME Group Inc.,EQUITY,Financial Services,2017-02-02,"Earnings Scheduled For February 2, 2017",neutral
CME,CME Group Inc.,EQUITY,Financial Services,2017-02-02,"CME Group Reports Q4 EPS $1.14 vs. Est. $1.11, Rev. $913M vs. Est. $903M",mildly bullish
BECN,"Beacon Roofing Supply, Inc.",EQUITY,Industrials,2017-02-02,"Beacon Roofing Supply Reports Q1 Adj $0.44 vs $0.43 Est, Sales $1B In-line",mildly bullish
CME,CME Group Inc.,EQUITY,Financial Services,2017-02-02,CME Exec On Conf. Call Says Co. Will Close Trading Floor In New York This Month To Cut Const,mildly bearish
BECN,"Beacon Roofing Supply, Inc.",EQUITY,Industrials,2017-02-02,"Earnings Scheduled For February 2, 2017",neutral
AEHR,Aehr Test Systems,EQUITY,Technology,2017-02-06,Aehr Test Systems Announces $2.5 Million in Follow-On Orders for ABTS,mildly bullish
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2017-02-06,Benzinga's Option Alert Recap From February 6,neutral
BMRN,BioMarin Pharmaceutical Inc.,EQUITY,Healthcare,2017-02-07,"Benzinga's Top Upgrades, Downgrades For February 7, 2017",neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2017-02-07,"Benzinga's Top Upgrades, Downgrades For February 7, 2017",neutral
ACUR,"Acura Pharmaceuticals, Inc.",EQUITY,Healthcare,2017-02-07,Acura Pharmaceuticals Shares Up ~160 At $1.29/Share,mildly bullish
ALLT,Allot Ltd.,EQUITY,Technology,2017-02-07,Allot Communications Reports Q4 EPS $0.03 vs $0.01 Est; Revenue $23.487M vs $21.88M Est,mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2017-02-07,Brocade Communications Says Received Request for Additional Information from FTC Relating to Merger with Broadcom; Still Expect That Acquisition Will be Consummated in H2 of FY 2017,neutral
CCUR,"CCUR Holdings, Inc.",EQUITY,Technology,2017-02-08,"Concurrent Reaffirms FY17 Outlook: Sales Flat to Up Slightly from FY16, Net Loss, Adj. EBITDA Will Remain Positive",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-02-08,"Back, Back, Back... How Can ESPN Buck The Downward Trend?",mildly bearish
CTSH,Cognizant Technology Solutions Corporation,EQUITY,Technology,2017-02-08,Cognizant Technology Higher After Mixed Q4 Report,mildly bullish
AVNW,"Aviat Networks, Inc.",EQUITY,Technology,2017-02-08,Aviat Sees 1H'17 Sales $130M-$140M,mildly bullish
AOSL,Alpha and Omega Semiconductor Limited,EQUITY,Technology,2017-02-08,"Alpha and Omega Semi Reports Q2 Adj. EPS $0.18 vs $0.13 Est., Sales $88.8M vs $93.3M Est.",mildly bullish
COHR,Coherent Corp.,EQUITY,Technology,2017-02-08,Mid-Day Market Update: Coherent Jumps On Earnings Beat; Galena Biopharma Shares Plummet,mildly bullish
ASYS,"Amtech Systems, Inc.",EQUITY,Technology,2017-02-09,Amtech Sees Q2 Rev. $27-$30M vs. Est. $32M,mildly bearish
ASTC,Astrotech Corporation,EQUITY,Industrials,2017-02-09,"Astrotech Reports Q2 EPS $(0.13) vs $(0.12) Est, Revenue $520K vs $630K Est",mildly bearish
EGBN,"Eagle Bancorp, Inc.",EQUITY,Financial Services,2017-02-09,Sandler O'Neill Upgrades Eagle Bancorp To Buy,mildly bullish
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2017-02-10,Expedia's Slow Progress Is Better Than No Progress,mildly bullish
BIOL,"BIOLASE, Inc.",EQUITY,Healthcare,2017-02-10,BIOLASE Gets 501(k) Clearance for Waterlase Express,mildly bullish
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2017-02-10,Deutsche Bank Initiates Coverage On AMC Networks At Hold,neutral
BRKR,Bruker Corporation,EQUITY,Healthcare,2017-02-13,Bruker Sees FY17 EPS $1.05-$1.09 vs. Est $1.09,mildly bearish
ACGL,Arch Capital Group Ltd.,EQUITY,Financial Services,2017-02-13,Arch Capital Group Reports Q4 EPS $1.13 vs. Est. $0.97,mildly bullish
CMTL,Comtech Telecommunications Corp.,EQUITY,Technology,2017-02-13,"Comtech Telecom Reports $3.3M Location-Based Service Maintenance, Support Contract",mildly bullish
BLRX,BioLineRx Ltd.,EQUITY,Healthcare,2017-02-13,"Rodman & Renshaw Initiates Coverage On BioLineRx Ltd. at Buy, $3 Price Target",mildly bullish
BRKR,Bruker Corporation,EQUITY,Healthcare,2017-02-13,"Bruker Reports Q4 EPS $0.46 vs. Est. $0.37, Rev. $470.3M vs. Est. $464M",mildly bullish
DIOD,Diodes Incorporated,EQUITY,Technology,2017-02-14,"Earnings Scheduled For February 14, 2017",neutral
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2017-02-14,Cisco Set To Report Q2 Results: How To Manage Your Expectations,neutral
CMTL,Comtech Telecommunications Corp.,EQUITY,Technology,2017-02-14,Comtech Telecom Reports $5.5M Follow-On Contract Win for High-Power SATCOM TWTAs,mildly bullish
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2017-02-15,"Cisco Reports Q2 Adj. EPS $0.57 vs $0.56 Est., Sales $11.6B vs $11.55B Est.",mildly bullish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2017-02-15,15 Biggest Mid-Day Gainers For Wednesday,mildly bullish
ADI,"Analog Devices, Inc.",EQUITY,Technology,2017-02-15,15 Biggest Mid-Day Gainers For Wednesday,mildly bullish
COHR,Coherent Corp.,EQUITY,Technology,2017-02-15,Susquehanna Initiates Coverage On Coherent At Neutral,neutral
CMTL,Comtech Telecommunications Corp.,EQUITY,Technology,2017-02-15,Comtech Telecom Reports Won $2.5M in Orders for Solid-State High-Power Amps for Military Customers,mildly bullish
CRWS,"Crown Crafts, Inc.",EQUITY,Consumer Cyclical,2017-02-15,"Crown Crafts Q3 EPS $0.19 vs $0.13 Est, Revenue $17.26M vs $17.87M Est",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2017-02-15,When Is The Best Time To Visit Florida's Biggest Theme Parks?,neutral
ALKS,Alkermes plc,EQUITY,Healthcare,2017-02-15,"Alkermes Q4 EPS $0.15 vs $0.04 Est, Revenue $213.5M vs $206.4M Est",mildly bullish
